LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,HR,T2M,WS2M,PRECTOTCORR,CLOUD_AMT
-3.300622,55.98002,2019,1,1,1,2019-01-01,0,6.63,6.15,0,26.55
-3.300622,55.98002,2019,1,1,1,2019-01-01,1,5.07,4.93,0,52.03
-3.300622,55.98002,2019,1,1,1,2019-01-01,2,4.07,3.94,0,12.3
-3.300622,55.98002,2019,1,1,1,2019-01-01,3,3.42,3.32,0,16.25
-3.300622,55.98002,2019,1,1,1,2019-01-01,4,3,3.07,0,9.33
-3.300622,55.98002,2019,1,1,1,2019-01-01,5,2.65,2.98,0,9.34
-3.300622,55.98002,2019,1,1,1,2019-01-01,6,2.35,2.92,0,10.77
-3.300622,55.98002,2019,1,1,1,2019-01-01,7,2.13,2.91,0,8.62
-3.300622,55.98002,2019,1,1,1,2019-01-01,8,1.92,2.85,0,7.91
-3.300622,55.98002,2019,1,1,1,2019-01-01,9,2.44,2.87,0,3.59
-3.300622,55.98002,2019,1,1,1,2019-01-01,10,3.76,2.97,0,5.93
-3.300622,55.98002,2019,1,1,1,2019-01-01,11,4.73,3.18,0,2.16
-3.300622,55.98002,2019,1,1,1,2019-01-01,12,5.03,3.14,0,11.16
-3.300622,55.98002,2019,1,1,1,2019-01-01,13,4.77,2.97,0,33.32
-3.300622,55.98002,2019,1,1,1,2019-01-01,14,3.69,2.7,0,50.79
-3.300622,55.98002,2019,1,1,1,2019-01-01,15,2.09,2.59,0,73.04
-3.300622,55.98002,2019,1,1,1,2019-01-01,16,1.28,2.55,0,36.7
-3.300622,55.98002,2019,1,1,1,2019-01-01,17,0.77,2.41,0,32.39
-3.300622,55.98002,2019,1,1,1,2019-01-01,18,0.28,2.21,0,15.12
-3.300622,55.98002,2019,1,1,1,2019-01-01,19,-0.15,2.08,0,22.31
-3.300622,55.98002,2019,1,1,1,2019-01-01,20,-0.49,1.98,0,76.55
-3.300622,55.98002,2019,1,1,1,2019-01-01,21,-0.8,1.92,0,19.43
-3.300622,55.98002,2019,1,1,1,2019-01-01,22,-1.09,1.86,0,29.34
-3.300622,55.98002,2019,1,1,1,2019-01-01,23,-1.25,1.8,0,30.23
-3.300622,55.98002,2019,1,2,2,2019-01-02,0,-1.36,1.73,0,32.13
-3.300622,55.98002,2019,1,2,2,2019-01-02,1,-1.43,1.68,0,35.99
-3.300622,55.98002,2019,1,2,2,2019-01-02,2,-1.45,1.63,0,48.28
-3.300622,55.98002,2019,1,2,2,2019-01-02,3,-1.45,1.58,0,63.59
-3.300622,55.98002,2019,1,2,2,2019-01-02,4,-1.45,1.51,0,40.32
-3.300622,55.98002,2019,1,2,2,2019-01-02,5,-1.42,1.43,0,66.95
-3.300622,55.98002,2019,1,2,2,2019-01-02,6,-1.35,1.32,0,88.56
-3.300622,55.98002,2019,1,2,2,2019-01-02,7,-1.29,1.24,0,92.84
-3.300622,55.98002,2019,1,2,2,2019-01-02,8,-1.33,1.2,0,84.93
-3.300622,55.98002,2019,1,2,2,2019-01-02,9,-1.06,1.15,0,87.79
-3.300622,55.98002,2019,1,2,2,2019-01-02,10,-0.09,1.25,0,91.3
-3.300622,55.98002,2019,1,2,2,2019-01-02,11,0.45,1.73,0,24.95
-3.300622,55.98002,2019,1,2,2,2019-01-02,12,0.62,1.76,0,16.64
-3.300622,55.98002,2019,1,2,2,2019-01-02,13,0.57,1.59,0,22.51
-3.300622,55.98002,2019,1,2,2,2019-01-02,14,-0.31,1.21,0,33.88
-3.300622,55.98002,2019,1,2,2,2019-01-02,15,-1.31,1.38,0,11.43
-3.300622,55.98002,2019,1,2,2,2019-01-02,16,-1.54,1.46,0,49.65
-3.300622,55.98002,2019,1,2,2,2019-01-02,17,-1.63,1.54,0,56.88
-3.300622,55.98002,2019,1,2,2,2019-01-02,18,-1.66,1.62,0,61.89
-3.300622,55.98002,2019,1,2,2,2019-01-02,19,-1.49,1.64,0,49.66
-3.300622,55.98002,2019,1,2,2,2019-01-02,20,-1.18,1.63,0,55.41
-3.300622,55.98002,2019,1,2,2,2019-01-02,21,-1.06,1.66,0,75.25
-3.300622,55.98002,2019,1,2,2,2019-01-02,22,-1.1,1.74,0,91.41
-3.300622,55.98002,2019,1,2,2,2019-01-02,23,-1.06,1.82,0,90.7
-3.300622,55.98002,2019,1,3,3,2019-01-03,0,-0.96,1.82,0,97.99
-3.300622,55.98002,2019,1,3,3,2019-01-03,1,-0.88,1.75,0,92.93
-3.300622,55.98002,2019,1,3,3,2019-01-03,2,-0.81,1.67,0,99.48
-3.300622,55.98002,2019,1,3,3,2019-01-03,3,-0.77,1.63,0,98.61
-3.300622,55.98002,2019,1,3,3,2019-01-03,4,-0.82,1.64,0,99.34
-3.300622,55.98002,2019,1,3,3,2019-01-03,5,-0.91,1.67,0,99.32
-3.300622,55.98002,2019,1,3,3,2019-01-03,6,-0.92,1.76,0,99.32
-3.300622,55.98002,2019,1,3,3,2019-01-03,7,-0.89,1.93,0,99.32
-3.300622,55.98002,2019,1,3,3,2019-01-03,8,-0.81,2.14,0,100
-3.300622,55.98002,2019,1,3,3,2019-01-03,9,-0.1,2.34,0,100
-3.300622,55.98002,2019,1,3,3,2019-01-03,10,1.09,2.58,0,99.55
-3.300622,55.98002,2019,1,3,3,2019-01-03,11,1.84,2.73,0,98.63
-3.300622,55.98002,2019,1,3,3,2019-01-03,12,2.25,2.58,0,94.62
-3.300622,55.98002,2019,1,3,3,2019-01-03,13,2.26,2.28,0,98.73
-3.300622,55.98002,2019,1,3,3,2019-01-03,14,1.58,2.09,0,100
-3.300622,55.98002,2019,1,3,3,2019-01-03,15,0.73,2.21,0,100
-3.300622,55.98002,2019,1,3,3,2019-01-03,16,0.65,2.31,0.01,97.84
-3.300622,55.98002,2019,1,3,3,2019-01-03,17,0.91,2.41,0.01,83.45
-3.300622,55.98002,2019,1,3,3,2019-01-03,18,1.02,2.61,0.01,88.48
-3.300622,55.98002,2019,1,3,3,2019-01-03,19,0.58,2.72,0,87.75
-3.300622,55.98002,2019,1,3,3,2019-01-03,20,0.76,2.66,0.01,81.28
-3.300622,55.98002,2019,1,3,3,2019-01-03,21,0.98,2.49,0.01,96.48
-3.300622,55.98002,2019,1,3,3,2019-01-03,22,1.19,2.56,0.02,72.65
-3.300622,55.98002,2019,1,3,3,2019-01-03,23,1.46,2.81,0.02,65.45
-3.300622,55.98002,2019,1,4,4,2019-01-04,0,1.82,2.99,0.02,55.37
-3.300622,55.98002,2019,1,4,4,2019-01-04,1,2.33,3.05,0.02,60.42
-3.300622,55.98002,2019,1,4,4,2019-01-04,2,2.69,2.96,0.03,96.2
-3.300622,55.98002,2019,1,4,4,2019-01-04,3,2.75,2.78,0.02,94.41
-3.300622,55.98002,2019,1,4,4,2019-01-04,4,2.82,2.74,0.02,51.09
-3.300622,55.98002,2019,1,4,4,2019-01-04,5,2.88,2.72,0.02,56.14
-3.300622,55.98002,2019,1,4,4,2019-01-04,6,2.8,2.79,0.02,47.55
-3.300622,55.98002,2019,1,4,4,2019-01-04,7,2.61,2.82,0.01,58.42
-3.300622,55.98002,2019,1,4,4,2019-01-04,8,2.47,2.75,0.01,72.1
-3.300622,55.98002,2019,1,4,4,2019-01-04,9,2.94,2.9,0.01,81.72
-3.300622,55.98002,2019,1,4,4,2019-01-04,10,3.58,3.27,0.01,88.3
-3.300622,55.98002,2019,1,4,4,2019-01-04,11,4.1,3.37,0,73.45
-3.300622,55.98002,2019,1,4,4,2019-01-04,12,4.32,3.38,0,89.91
-3.300622,55.98002,2019,1,4,4,2019-01-04,13,4.15,3.27,0,88.23
-3.300622,55.98002,2019,1,4,4,2019-01-04,14,3.45,3,0,75.05
-3.300622,55.98002,2019,1,4,4,2019-01-04,15,2.74,3.04,0,77.31
-3.300622,55.98002,2019,1,4,4,2019-01-04,16,2.35,3.12,0,64.76
-3.300622,55.98002,2019,1,4,4,2019-01-04,17,1.97,3.01,0,62.61
-3.300622,55.98002,2019,1,4,4,2019-01-04,18,1.57,2.88,0,53.32
-3.300622,55.98002,2019,1,4,4,2019-01-04,19,1.22,2.78,0,68.53
-3.300622,55.98002,2019,1,4,4,2019-01-04,20,0.97,2.72,0,72.77
-3.300622,55.98002,2019,1,4,4,2019-01-04,21,0.88,2.73,0,96.71
-3.300622,55.98002,2019,1,4,4,2019-01-04,22,0.8,2.75,0,99.52
-3.300622,55.98002,2019,1,4,4,2019-01-04,23,0.84,2.78,0,74.92
-3.300622,55.98002,2019,1,5,5,2019-01-05,0,1.02,2.81,0,79.8
-3.300622,55.98002,2019,1,5,5,2019-01-05,1,1.16,2.8,0,81.34
-3.300622,55.98002,2019,1,5,5,2019-01-05,2,1.26,2.76,0,99.84
-3.300622,55.98002,2019,1,5,5,2019-01-05,3,1.28,2.66,0,83.46
-3.300622,55.98002,2019,1,5,5,2019-01-05,4,1.23,2.55,0,86.34
-3.300622,55.98002,2019,1,5,5,2019-01-05,5,1.19,2.49,0,89.92
-3.300622,55.98002,2019,1,5,5,2019-01-05,6,1.12,2.45,0,79.14
-3.300622,55.98002,2019,1,5,5,2019-01-05,7,1.03,2.32,0,82.73
-3.300622,55.98002,2019,1,5,5,2019-01-05,8,0.98,2.22,0,87.08
-3.300622,55.98002,2019,1,5,5,2019-01-05,9,1.54,2.18,0,93.57
-3.300622,55.98002,2019,1,5,5,2019-01-05,10,2.52,2.39,0,100
-3.300622,55.98002,2019,1,5,5,2019-01-05,11,3.23,2.83,0,99.28
-3.300622,55.98002,2019,1,5,5,2019-01-05,12,3.62,3.05,0,99.67
-3.300622,55.98002,2019,1,5,5,2019-01-05,13,3.63,2.91,0,92.96
-3.300622,55.98002,2019,1,5,5,2019-01-05,14,3.06,2.64,0,92.4
-3.300622,55.98002,2019,1,5,5,2019-01-05,15,2.41,2.62,0,94.48
-3.300622,55.98002,2019,1,5,5,2019-01-05,16,2.09,2.69,0,92.72
-3.300622,55.98002,2019,1,5,5,2019-01-05,17,2.01,2.74,0,84.76
-3.300622,55.98002,2019,1,5,5,2019-01-05,18,1.94,2.73,0,83.37
-3.300622,55.98002,2019,1,5,5,2019-01-05,19,1.73,2.71,0,87.77
-3.300622,55.98002,2019,1,5,5,2019-01-05,20,1.59,2.78,0,94.91
-3.300622,55.98002,2019,1,5,5,2019-01-05,21,1.76,2.88,0,88.25
-3.300622,55.98002,2019,1,5,5,2019-01-05,22,2.26,2.99,0.01,99.16
-3.300622,55.98002,2019,1,5,5,2019-01-05,23,2.57,3.17,0.03,99.84
-3.300622,55.98002,2019,1,6,6,2019-01-06,0,3.15,3.36,0.08,99.59
-3.300622,55.98002,2019,1,6,6,2019-01-06,1,3.57,3.44,0.07,94.89
-3.300622,55.98002,2019,1,6,6,2019-01-06,2,3.87,3.62,0.06,96.25
-3.300622,55.98002,2019,1,6,6,2019-01-06,3,4.02,3.65,0.03,70.16
-3.300622,55.98002,2019,1,6,6,2019-01-06,4,4.05,3.61,0.02,69.74
-3.300622,55.98002,2019,1,6,6,2019-01-06,5,4.13,3.51,0.01,55.38
-3.300622,55.98002,2019,1,6,6,2019-01-06,6,4.21,3.23,0.01,62.57
-3.300622,55.98002,2019,1,6,6,2019-01-06,7,4.17,2.88,0.01,58.27
-3.300622,55.98002,2019,1,6,6,2019-01-06,8,4.04,2.45,0.02,76.24
-3.300622,55.98002,2019,1,6,6,2019-01-06,9,4.35,2.06,0.02,96.94
-3.300622,55.98002,2019,1,6,6,2019-01-06,10,4.76,1.87,0.02,66.3
-3.300622,55.98002,2019,1,6,6,2019-01-06,11,4.91,1.55,0.02,54.77
-3.300622,55.98002,2019,1,6,6,2019-01-06,12,5.09,1.2,0.02,100
-3.300622,55.98002,2019,1,6,6,2019-01-06,13,5.15,0.99,0.03,87.76
-3.300622,55.98002,2019,1,6,6,2019-01-06,14,4.97,0.75,0.02,92.86
-3.300622,55.98002,2019,1,6,6,2019-01-06,15,5,0.5,0.02,100
-3.300622,55.98002,2019,1,6,6,2019-01-06,16,5.06,0.57,0.03,99.99
-3.300622,55.98002,2019,1,6,6,2019-01-06,17,4.92,0.99,0.05,99.97
-3.300622,55.98002,2019,1,6,6,2019-01-06,18,4.86,1.38,0.1,99.98
-3.300622,55.98002,2019,1,6,6,2019-01-06,19,4.97,1.87,0.09,100
-3.300622,55.98002,2019,1,6,6,2019-01-06,20,5.33,2.46,0.07,99.99
-3.300622,55.98002,2019,1,6,6,2019-01-06,21,5.69,3.08,0.06,99.77
-3.300622,55.98002,2019,1,6,6,2019-01-06,22,6.05,3.7,0.05,100
-3.300622,55.98002,2019,1,6,6,2019-01-06,23,6.36,4.21,0.05,99.84
-3.300622,55.98002,2019,1,7,7,2019-01-07,0,6.87,4.74,0.06,99.88
-3.300622,55.98002,2019,1,7,7,2019-01-07,1,7.47,5.02,0.04,99.79
-3.300622,55.98002,2019,1,7,7,2019-01-07,2,7.75,5.15,0.04,100
-3.300622,55.98002,2019,1,7,7,2019-01-07,3,7.99,5.62,0.06,99.3
-3.300622,55.98002,2019,1,7,7,2019-01-07,4,8.43,6.44,0.07,99.94
-3.300622,55.98002,2019,1,7,7,2019-01-07,5,8.67,6.54,0.04,99.41
-3.300622,55.98002,2019,1,7,7,2019-01-07,6,9.19,7.59,0.02,99.54
-3.300622,55.98002,2019,1,7,7,2019-01-07,7,9.38,8.83,0.04,99.62
-3.300622,55.98002,2019,1,7,7,2019-01-07,8,9.54,9.82,0.1,99.98
-3.300622,55.98002,2019,1,7,7,2019-01-07,9,9.68,10.05,0.13,100
-3.300622,55.98002,2019,1,7,7,2019-01-07,10,9.52,9.96,0.09,94.99
-3.300622,55.98002,2019,1,7,7,2019-01-07,11,8.42,10.23,0.05,86.49
-3.300622,55.98002,2019,1,7,7,2019-01-07,12,7.74,10.19,0.03,83.04
-3.300622,55.98002,2019,1,7,7,2019-01-07,13,7.55,10.5,0.03,66.19
-3.300622,55.98002,2019,1,7,7,2019-01-07,14,7.22,10.76,0.03,67.26
-3.300622,55.98002,2019,1,7,7,2019-01-07,15,6.78,10.81,0.02,66.8
-3.300622,55.98002,2019,1,7,7,2019-01-07,16,6.48,10.65,0.01,35.2
-3.300622,55.98002,2019,1,7,7,2019-01-07,17,6.33,10.25,0.01,30.16
-3.300622,55.98002,2019,1,7,7,2019-01-07,18,6.24,9.79,0.01,29.48
-3.300622,55.98002,2019,1,7,7,2019-01-07,19,6.15,9.25,0.01,24.43
-3.300622,55.98002,2019,1,7,7,2019-01-07,20,6.05,8.68,0.01,7.87
-3.300622,55.98002,2019,1,7,7,2019-01-07,21,5.9,8.18,0.01,18.36
-3.300622,55.98002,2019,1,7,7,2019-01-07,22,5.73,7.69,0.01,22.93
-3.300622,55.98002,2019,1,7,7,2019-01-07,23,5.59,7.19,0.01,43.65
-3.300622,55.98002,2019,1,8,8,2019-01-08,0,5.4,6.72,0.01,51.11
-3.300622,55.98002,2019,1,8,8,2019-01-08,1,5.15,6.35,0.01,99.73
-3.300622,55.98002,2019,1,8,8,2019-01-08,2,5.05,6.04,0.01,99.71
-3.300622,55.98002,2019,1,8,8,2019-01-08,3,4.89,5.61,0.01,95.72
-3.300622,55.98002,2019,1,8,8,2019-01-08,4,4.68,5,0.01,99.23
-3.300622,55.98002,2019,1,8,8,2019-01-08,5,4.47,4.42,0,79.84
-3.300622,55.98002,2019,1,8,8,2019-01-08,6,4.24,4,0,36.63
-3.300622,55.98002,2019,1,8,8,2019-01-08,7,3.15,3.52,0,73.1
-3.300622,55.98002,2019,1,8,8,2019-01-08,8,2.54,3.48,0,30.88
-3.300622,55.98002,2019,1,8,8,2019-01-08,9,3.15,3.88,0,10.9
-3.300622,55.98002,2019,1,8,8,2019-01-08,10,4.13,4.06,0,12.27
-3.300622,55.98002,2019,1,8,8,2019-01-08,11,4.83,4.06,0,8.34
-3.300622,55.98002,2019,1,8,8,2019-01-08,12,5.32,3.86,0,6.22
-3.300622,55.98002,2019,1,8,8,2019-01-08,13,5.38,3.8,0,7.46
-3.300622,55.98002,2019,1,8,8,2019-01-08,14,4.59,3.28,0,15.14
-3.300622,55.98002,2019,1,8,8,2019-01-08,15,3.02,2.85,0,4.32
-3.300622,55.98002,2019,1,8,8,2019-01-08,16,2.12,2.7,0,40.27
-3.300622,55.98002,2019,1,8,8,2019-01-08,17,1.67,2.62,0,48.17
-3.300622,55.98002,2019,1,8,8,2019-01-08,18,1.29,2.59,0,59.67
-3.300622,55.98002,2019,1,8,8,2019-01-08,19,1.07,2.62,0,73.33
-3.300622,55.98002,2019,1,8,8,2019-01-08,20,0.9,2.6,0,50.81
-3.300622,55.98002,2019,1,8,8,2019-01-08,21,0.54,2.53,0,48.19
-3.300622,55.98002,2019,1,8,8,2019-01-08,22,0.17,2.43,0,57.86
-3.300622,55.98002,2019,1,8,8,2019-01-08,23,-0.14,2.34,0,80.59
-3.300622,55.98002,2019,1,9,9,2019-01-09,0,-0.4,2.17,0,70.56
-3.300622,55.98002,2019,1,9,9,2019-01-09,1,-0.56,2.07,0,46.09
-3.300622,55.98002,2019,1,9,9,2019-01-09,2,-0.49,2.06,0,20.98
-3.300622,55.98002,2019,1,9,9,2019-01-09,3,-0.27,2.05,0,50.22
-3.300622,55.98002,2019,1,9,9,2019-01-09,4,-0.14,2.08,0,48.91
-3.300622,55.98002,2019,1,9,9,2019-01-09,5,-0.56,2.06,0,43.88
-3.300622,55.98002,2019,1,9,9,2019-01-09,6,-0.55,1.9,0,44.59
-3.300622,55.98002,2019,1,9,9,2019-01-09,7,-0.39,1.71,0,35.93
-3.300622,55.98002,2019,1,9,9,2019-01-09,8,-0.43,1.67,0,34.51
-3.300622,55.98002,2019,1,9,9,2019-01-09,9,0.31,1.41,0,26.73
-3.300622,55.98002,2019,1,9,9,2019-01-09,10,1.38,1.03,0,64.95
-3.300622,55.98002,2019,1,9,9,2019-01-09,11,2,0.9,0,56.88
-3.300622,55.98002,2019,1,9,9,2019-01-09,12,2.49,1.34,0,27.49
-3.300622,55.98002,2019,1,9,9,2019-01-09,13,2.56,1.45,0,36.04
-3.300622,55.98002,2019,1,9,9,2019-01-09,14,1.96,1.3,0,34.59
-3.300622,55.98002,2019,1,9,9,2019-01-09,15,1.11,1.61,0,56.4
-3.300622,55.98002,2019,1,9,9,2019-01-09,16,0.76,1.99,0,71.14
-3.300622,55.98002,2019,1,9,9,2019-01-09,17,0.73,2.34,0,52.5
-3.300622,55.98002,2019,1,9,9,2019-01-09,18,0.68,2.52,0,76.91
-3.300622,55.98002,2019,1,9,9,2019-01-09,19,0.94,2.53,0.01,94.12
-3.300622,55.98002,2019,1,9,9,2019-01-09,20,1.47,2.76,0.02,92.07
-3.300622,55.98002,2019,1,9,9,2019-01-09,21,1.93,3.26,0.03,69.78
-3.300622,55.98002,2019,1,9,9,2019-01-09,22,2.33,3.61,0.05,98.48
-3.300622,55.98002,2019,1,9,9,2019-01-09,23,2.72,3.71,0.09,99.75
-3.300622,55.98002,2019,1,10,10,2019-01-10,0,3.03,3.62,0.09,99.78
-3.300622,55.98002,2019,1,10,10,2019-01-10,1,3.41,3.45,0.1,99.87
-3.300622,55.98002,2019,1,10,10,2019-01-10,2,3.58,3.3,0.08,99.95
-3.300622,55.98002,2019,1,10,10,2019-01-10,3,3.63,3.17,0.06,86.77
-3.300622,55.98002,2019,1,10,10,2019-01-10,4,3.69,3.15,0.05,99.17
-3.300622,55.98002,2019,1,10,10,2019-01-10,5,3.53,3.08,0.03,98.48
-3.300622,55.98002,2019,1,10,10,2019-01-10,6,3.65,3.25,0.03,99.9
-3.300622,55.98002,2019,1,10,10,2019-01-10,7,4.05,3.33,0.03,98.47
-3.300622,55.98002,2019,1,10,10,2019-01-10,8,4.37,3.42,0.02,99.93
-3.300622,55.98002,2019,1,10,10,2019-01-10,9,4.79,3.69,0.01,97.56
-3.300622,55.98002,2019,1,10,10,2019-01-10,10,5.45,4.09,0.01,95.48
-3.300622,55.98002,2019,1,10,10,2019-01-10,11,5.95,4.25,0,97.29
-3.300622,55.98002,2019,1,10,10,2019-01-10,12,6.3,4.21,0,97.6
-3.300622,55.98002,2019,1,10,10,2019-01-10,13,6.39,3.74,0,95.88
-3.300622,55.98002,2019,1,10,10,2019-01-10,14,5.93,3.24,0,94.5
-3.300622,55.98002,2019,1,10,10,2019-01-10,15,4.55,3.01,0,83.01
-3.300622,55.98002,2019,1,10,10,2019-01-10,16,3.88,3.11,0,63.31
-3.300622,55.98002,2019,1,10,10,2019-01-10,17,3.61,3.08,0.01,45.34
-3.300622,55.98002,2019,1,10,10,2019-01-10,18,3.39,3.03,0.01,54.7
-3.300622,55.98002,2019,1,10,10,2019-01-10,19,3.3,2.99,0.01,55.41
-3.300622,55.98002,2019,1,10,10,2019-01-10,20,3.37,3.01,0.01,49.66
-3.300622,55.98002,2019,1,10,10,2019-01-10,21,3.98,3.16,0.01,20.15
-3.300622,55.98002,2019,1,10,10,2019-01-10,22,4.05,3.09,0,20.34
-3.300622,55.98002,2019,1,10,10,2019-01-10,23,4.02,3.05,0,45.38
-3.300622,55.98002,2019,1,11,11,2019-01-11,0,3.96,3.05,0,77.7
-3.300622,55.98002,2019,1,11,11,2019-01-11,1,3.57,3.04,0,87.81
-3.300622,55.98002,2019,1,11,11,2019-01-11,2,3.56,3.06,0,71.59
-3.300622,55.98002,2019,1,11,11,2019-01-11,3,3.64,2.96,0,84.71
-3.300622,55.98002,2019,1,11,11,2019-01-11,4,3.68,2.87,0,10.8
-3.300622,55.98002,2019,1,11,11,2019-01-11,5,3.66,2.81,0,28.05
-3.300622,55.98002,2019,1,11,11,2019-01-11,6,3.55,2.68,0,22.34
-3.300622,55.98002,2019,1,11,11,2019-01-11,7,3.4,2.62,0,45.36
-3.300622,55.98002,2019,1,11,11,2019-01-11,8,3.23,2.61,0,83.46
-3.300622,55.98002,2019,1,11,11,2019-01-11,9,3.91,2.85,0,89.51
-3.300622,55.98002,2019,1,11,11,2019-01-11,10,5.19,3.4,0,75.78
-3.300622,55.98002,2019,1,11,11,2019-01-11,11,5.89,3.96,0,96.62
-3.300622,55.98002,2019,1,11,11,2019-01-11,12,6.26,4,0,98.04
-3.300622,55.98002,2019,1,11,11,2019-01-11,13,6.45,3.92,0,94.61
-3.300622,55.98002,2019,1,11,11,2019-01-11,14,6.18,3.63,0,40.68
-3.300622,55.98002,2019,1,11,11,2019-01-11,15,5.16,3.38,0.01,45.62
-3.300622,55.98002,2019,1,11,11,2019-01-11,16,5.1,3.79,0.02,9.38
-3.300622,55.98002,2019,1,11,11,2019-01-11,17,5.63,4.06,0.04,11.52
-3.300622,55.98002,2019,1,11,11,2019-01-11,18,6.17,4.17,0.03,10.81
-3.300622,55.98002,2019,1,11,11,2019-01-11,19,6.53,4.43,0.02,10.15
-3.300622,55.98002,2019,1,11,11,2019-01-11,20,6.64,4.81,0.02,56.92
-3.300622,55.98002,2019,1,11,11,2019-01-11,21,6.65,5.15,0.04,80.05
-3.300622,55.98002,2019,1,11,11,2019-01-11,22,6.98,6.19,0.06,79.85
-3.300622,55.98002,2019,1,11,11,2019-01-11,23,7.55,7.5,0.07,27.29
-3.300622,55.98002,2019,1,12,12,2019-01-12,0,7.81,7.41,0.09,51.08
-3.300622,55.98002,2019,1,12,12,2019-01-12,1,7.68,8,0.1,94.86
-3.300622,55.98002,2019,1,12,12,2019-01-12,2,6.79,7.94,0.07,81.36
-3.300622,55.98002,2019,1,12,12,2019-01-12,3,6.4,7.48,0.05,97.54
-3.300622,55.98002,2019,1,12,12,2019-01-12,4,6.46,7.33,0.04,77.11
-3.300622,55.98002,2019,1,12,12,2019-01-12,5,6.4,7.05,0.03,67.34
-3.300622,55.98002,2019,1,12,12,2019-01-12,6,6.31,6.83,0.02,89.46
-3.300622,55.98002,2019,1,12,12,2019-01-12,7,6.3,6.9,0.03,99.95
-3.300622,55.98002,2019,1,12,12,2019-01-12,8,6.39,7,0.08,100
-3.300622,55.98002,2019,1,12,12,2019-01-12,9,6.48,7.14,0.08,100
-3.300622,55.98002,2019,1,12,12,2019-01-12,10,6.71,7.23,0.04,97.39
-3.300622,55.98002,2019,1,12,12,2019-01-12,11,7.03,7.34,0.02,100
-3.300622,55.98002,2019,1,12,12,2019-01-12,12,7.29,7.34,0.02,98.51
-3.300622,55.98002,2019,1,12,12,2019-01-12,13,7.54,7.16,0.03,86.75
-3.300622,55.98002,2019,1,12,12,2019-01-12,14,8,7.03,0.05,84.6
-3.300622,55.98002,2019,1,12,12,2019-01-12,15,8.49,6.58,0.05,73.55
-3.300622,55.98002,2019,1,12,12,2019-01-12,16,8.84,6.61,0.04,96.86
-3.300622,55.98002,2019,1,12,12,2019-01-12,17,8.91,6.76,0.06,99.72
-3.300622,55.98002,2019,1,12,12,2019-01-12,18,8.72,6.82,0.09,99.73
-3.300622,55.98002,2019,1,12,12,2019-01-12,19,8.57,7.25,0.05,99.42
-3.300622,55.98002,2019,1,12,12,2019-01-12,20,8.47,7.37,0.01,99.41
-3.300622,55.98002,2019,1,12,12,2019-01-12,21,8.4,7.58,0.01,98.16
-3.300622,55.98002,2019,1,12,12,2019-01-12,22,8.43,8.13,0.02,99.92
-3.300622,55.98002,2019,1,12,12,2019-01-12,23,8.58,8.72,0.02,99.12
-3.300622,55.98002,2019,1,13,13,2019-01-13,0,8.59,9.13,0.02,96.92
-3.300622,55.98002,2019,1,13,13,2019-01-13,1,8.59,9.55,0.02,89.07
-3.300622,55.98002,2019,1,13,13,2019-01-13,2,8.64,9.88,0.02,99.21
-3.300622,55.98002,2019,1,13,13,2019-01-13,3,8.69,9.77,0.02,60.59
-3.300622,55.98002,2019,1,13,13,2019-01-13,4,8.76,9.55,0.02,41.51
-3.300622,55.98002,2019,1,13,13,2019-01-13,5,8.84,9.37,0.04,52.03
-3.300622,55.98002,2019,1,13,13,2019-01-13,6,8.83,9.3,0.04,49.08
-3.300622,55.98002,2019,1,13,13,2019-01-13,7,8.79,9.49,0.04,31.79
-3.300622,55.98002,2019,1,13,13,2019-01-13,8,8.41,9.75,0.04,35.23
-3.300622,55.98002,2019,1,13,13,2019-01-13,9,7.83,9.69,0.03,65.85
-3.300622,55.98002,2019,1,13,13,2019-01-13,10,7.52,9.42,0.02,86.02
-3.300622,55.98002,2019,1,13,13,2019-01-13,11,7.45,9.14,0.02,63.21
-3.300622,55.98002,2019,1,13,13,2019-01-13,12,7.33,9.16,0.01,44.44
-3.300622,55.98002,2019,1,13,13,2019-01-13,13,7.05,9.09,0.01,27.11
-3.300622,55.98002,2019,1,13,13,2019-01-13,14,6.59,8.94,0.01,12.28
-3.300622,55.98002,2019,1,13,13,2019-01-13,15,6.05,8.62,0.01,17.7
-3.300622,55.98002,2019,1,13,13,2019-01-13,16,5.83,8.42,0.01,22.21
-3.300622,55.98002,2019,1,13,13,2019-01-13,17,5.73,8.16,0.01,22.92
-3.300622,55.98002,2019,1,13,13,2019-01-13,18,5.51,7.59,0.01,20.84
-3.300622,55.98002,2019,1,13,13,2019-01-13,19,5.34,7,0.01,32.95
-3.300622,55.98002,2019,1,13,13,2019-01-13,20,5.26,6.45,0.01,34.33
-3.300622,55.98002,2019,1,13,13,2019-01-13,21,5.12,5.91,0.01,29.36
-3.300622,55.98002,2019,1,13,13,2019-01-13,22,4.68,4.9,0.02,15.55
-3.300622,55.98002,2019,1,13,13,2019-01-13,23,4.11,4.03,0.03,17.4
-3.300622,55.98002,2019,1,14,14,2019-01-14,0,4.07,3.6,0.05,23.02
-3.300622,55.98002,2019,1,14,14,2019-01-14,1,4.02,3.13,0.06,46.09
-3.300622,55.98002,2019,1,14,14,2019-01-14,2,3.5,2.37,0.04,38.7
-3.300622,55.98002,2019,1,14,14,2019-01-14,3,3.12,1.89,0.04,71.2
