LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,HR,T2M,WS2M,PRECTOTCORR,CLOUD_AMT
-3.300622,55.98002,2019,5,30,150,2019-05-30,16,13.87,0.08,0.42,100
-3.300622,55.98002,2019,5,30,150,2019-05-30,17,12.83,0.74,0.41,100
-3.300622,55.98002,2019,5,30,150,2019-05-30,18,11.74,1.79,0.33,100
-3.300622,55.98002,2019,5,30,150,2019-05-30,19,10.78,2.39,0.33,100
-3.300622,55.98002,2019,5,30,150,2019-05-30,20,10.05,2.69,0.63,99.98
-3.300622,55.98002,2019,5,30,150,2019-05-30,21,9.96,2.61,1.09,99.67
-3.300622,55.98002,2019,5,30,150,2019-05-30,22,10.23,2.08,0.73,100
-3.300622,55.98002,2019,5,30,150,2019-05-30,23,10.49,1.51,0.16,99.7
-3.300622,55.98002,2019,5,31,151,2019-05-31,0,10.55,1.37,0.09,99.7
-3.300622,55.98002,2019,5,31,151,2019-05-31,1,10.7,1.32,0.12,99.88
-3.300622,55.98002,2019,5,31,151,2019-05-31,2,10.69,1.23,0.21,82.81
-3.300622,55.98002,2019,5,31,151,2019-05-31,3,10.62,1.24,0.26,99.11
-3.300622,55.98002,2019,5,31,151,2019-05-31,4,10.91,1.35,0.16,98.43
-3.300622,55.98002,2019,5,31,151,2019-05-31,5,11.97,1.4,0.12,95.66
-3.300622,55.98002,2019,5,31,151,2019-05-31,6,12.42,1.91,0.42,100
-3.300622,55.98002,2019,5,31,151,2019-05-31,7,12.85,2.69,0.92,99.02
-3.300622,55.98002,2019,5,31,151,2019-05-31,8,13.44,3.28,0.73,99.12
-3.300622,55.98002,2019,5,31,151,2019-05-31,9,14.3,3.82,0.4,99.77
-3.300622,55.98002,2019,5,31,151,2019-05-31,10,14.96,4.34,0.57,100
-3.300622,55.98002,2019,5,31,151,2019-05-31,11,15.01,4.64,0.59,100
-3.300622,55.98002,2019,5,31,151,2019-05-31,12,14.9,5.05,0.28,98.58
-3.300622,55.98002,2019,5,31,151,2019-05-31,13,15.09,5.43,0.15,98.92
-3.300622,55.98002,2019,5,31,151,2019-05-31,14,15.33,5.72,0.18,100
-3.300622,55.98002,2019,5,31,151,2019-05-31,15,15,5.94,0.17,100
-3.300622,55.98002,2019,5,31,151,2019-05-31,16,14.48,6.25,0.12,100
-3.300622,55.98002,2019,5,31,151,2019-05-31,17,13.87,6.61,0.13,99.28
-3.300622,55.98002,2019,5,31,151,2019-05-31,18,13.23,6.63,0.29,98.68
-3.300622,55.98002,2019,5,31,151,2019-05-31,19,12.74,6.17,0.32,100
-3.300622,55.98002,2019,5,31,151,2019-05-31,20,12.31,5.63,0.34,67.98
-3.300622,55.98002,2019,5,31,151,2019-05-31,21,11.62,5.51,0.17,77.27
-3.300622,55.98002,2019,5,31,151,2019-05-31,22,10.31,5.41,0,51.06
-3.300622,55.98002,2019,5,31,151,2019-05-31,23,9.33,4.97,0,97.87
-3.300622,55.98002,2019,6,1,152,2019-06-01,0,9.05,4.74,0,62.55
-3.300622,55.98002,2019,6,1,152,2019-06-01,1,9.11,4.87,0.01,64.41
-3.300622,55.98002,2019,6,1,152,2019-06-01,2,9.32,4.87,0.01,17.26
-3.300622,55.98002,2019,6,1,152,2019-06-01,3,9.58,4.56,0.01,54.43
-3.300622,55.98002,2019,6,1,152,2019-06-01,4,9.94,4.44,0.01,62.33
-3.300622,55.98002,2019,6,1,152,2019-06-01,5,10.4,4.26,0.01,100
-3.300622,55.98002,2019,6,1,152,2019-06-01,6,11.03,4.06,0,100
-3.300622,55.98002,2019,6,1,152,2019-06-01,7,11.87,3.99,0,100
-3.300622,55.98002,2019,6,1,152,2019-06-01,8,12.39,4.21,0,99.13
-3.300622,55.98002,2019,6,1,152,2019-06-01,9,13.33,4.86,0.01,99.92
-3.300622,55.98002,2019,6,1,152,2019-06-01,10,13.92,4.85,0.01,99.48
-3.300622,55.98002,2019,6,1,152,2019-06-01,11,13.94,4.35,0.01,99.86
-3.300622,55.98002,2019,6,1,152,2019-06-01,12,14.74,4.23,0.01,99.48
-3.300622,55.98002,2019,6,1,152,2019-06-01,13,15.48,4.28,0.05,99.09
-3.300622,55.98002,2019,6,1,152,2019-06-01,14,15.79,3.98,0.09,100
-3.300622,55.98002,2019,6,1,152,2019-06-01,15,15.62,3.61,0.12,94.37
-3.300622,55.98002,2019,6,1,152,2019-06-01,16,15.25,3.17,0.13,89.54
-3.300622,55.98002,2019,6,1,152,2019-06-01,17,14.79,2.61,0.11,94.31
-3.300622,55.98002,2019,6,1,152,2019-06-01,18,14.42,2,0.04,99.74
-3.300622,55.98002,2019,6,1,152,2019-06-01,19,13.67,1.31,0.03,99.42
-3.300622,55.98002,2019,6,1,152,2019-06-01,20,12.38,1.25,0.05,100
-3.300622,55.98002,2019,6,1,152,2019-06-01,21,11.89,1.47,0.14,99.77
-3.300622,55.98002,2019,6,1,152,2019-06-01,22,11.71,1.82,0.27,100
-3.300622,55.98002,2019,6,1,152,2019-06-01,23,11.68,2.28,0.28,99.7
-3.300622,55.98002,2019,6,2,153,2019-06-02,0,11.85,2.95,0.17,99.77
-3.300622,55.98002,2019,6,2,153,2019-06-02,1,11.93,3.51,0.25,99.82
-3.300622,55.98002,2019,6,2,153,2019-06-02,2,12.07,3.69,0.36,100
-3.300622,55.98002,2019,6,2,153,2019-06-02,3,12.33,3.75,0.23,100
-3.300622,55.98002,2019,6,2,153,2019-06-02,4,12.66,3.78,0.21,95.34
-3.300622,55.98002,2019,6,2,153,2019-06-02,5,13.06,3.95,0.46,96.23
-3.300622,55.98002,2019,6,2,153,2019-06-02,6,13.32,3.97,0.54,99.88
-3.300622,55.98002,2019,6,2,153,2019-06-02,7,13.75,4.15,0.27,98.04
-3.300622,55.98002,2019,6,2,153,2019-06-02,8,14.37,4.28,0.08,99.08
-3.300622,55.98002,2019,6,2,153,2019-06-02,9,15.04,4.89,0.11,99.38
-3.300622,55.98002,2019,6,2,153,2019-06-02,10,15.48,5.54,0.1,99.67
-3.300622,55.98002,2019,6,2,153,2019-06-02,11,16.24,5.89,0.09,97.58
-3.300622,55.98002,2019,6,2,153,2019-06-02,12,16.91,6.05,0.11,100
-3.300622,55.98002,2019,6,2,153,2019-06-02,13,17.07,6.43,0.12,96.73
-3.300622,55.98002,2019,6,2,153,2019-06-02,14,17.06,7.04,0.08,94.05
-3.300622,55.98002,2019,6,2,153,2019-06-02,15,16.58,7.31,0.03,91.59
-3.300622,55.98002,2019,6,2,153,2019-06-02,16,15.86,7.05,0.01,71.55
-3.300622,55.98002,2019,6,2,153,2019-06-02,17,15.11,6.83,0,97.77
-3.300622,55.98002,2019,6,2,153,2019-06-02,18,14.16,6.63,0,72.04
-3.300622,55.98002,2019,6,2,153,2019-06-02,19,12.9,6.93,0,79.29
-3.300622,55.98002,2019,6,2,153,2019-06-02,20,11.77,7.27,0.01,59.17
-3.300622,55.98002,2019,6,2,153,2019-06-02,21,11.51,7.42,0.05,83.36
-3.300622,55.98002,2019,6,2,153,2019-06-02,22,11.36,7.73,0.05,82.8
-3.300622,55.98002,2019,6,2,153,2019-06-02,23,10.9,7.93,0.06,87.01
-3.300622,55.98002,2019,6,3,154,2019-06-03,0,10.51,8.16,0.05,78.36
-3.300622,55.98002,2019,6,3,154,2019-06-03,1,10.3,8.33,0.04,85.62
-3.300622,55.98002,2019,6,3,154,2019-06-03,2,10.21,8.39,0.04,80.52
-3.300622,55.98002,2019,6,3,154,2019-06-03,3,10.1,8.33,0.05,89.63
-3.300622,55.98002,2019,6,3,154,2019-06-03,4,10.04,8.23,0.04,73.64
-3.300622,55.98002,2019,6,3,154,2019-06-03,5,10.25,8.11,0.05,96.7
-3.300622,55.98002,2019,6,3,154,2019-06-03,6,10.7,8.14,0.05,97.31
-3.300622,55.98002,2019,6,3,154,2019-06-03,7,11.44,8.35,0.05,97.16
-3.300622,55.98002,2019,6,3,154,2019-06-03,8,12.24,8.48,0.08,97.24
-3.300622,55.98002,2019,6,3,154,2019-06-03,9,12.89,8.53,0.1,98.51
-3.300622,55.98002,2019,6,3,154,2019-06-03,10,13.5,8.58,0.1,97.35
-3.300622,55.98002,2019,6,3,154,2019-06-03,11,14.06,8.58,0.1,97.08
-3.300622,55.98002,2019,6,3,154,2019-06-03,12,14.51,8.48,0.1,92.37
-3.300622,55.98002,2019,6,3,154,2019-06-03,13,14.52,8.17,0.1,99.51
-3.300622,55.98002,2019,6,3,154,2019-06-03,14,14.44,7.71,0.12,91.97
-3.300622,55.98002,2019,6,3,154,2019-06-03,15,14.4,7.22,0.14,96.27
-3.300622,55.98002,2019,6,3,154,2019-06-03,16,13.87,6.57,0.17,88.7
-3.300622,55.98002,2019,6,3,154,2019-06-03,17,13.21,5.87,0.15,99.55
-3.300622,55.98002,2019,6,3,154,2019-06-03,18,12.48,5.04,0.16,92.17
-3.300622,55.98002,2019,6,3,154,2019-06-03,19,11.66,4.44,0.1,84.34
-3.300622,55.98002,2019,6,3,154,2019-06-03,20,10.83,4.02,0.05,74.34
-3.300622,55.98002,2019,6,3,154,2019-06-03,21,10.12,3.7,0.04,99.79
-3.300622,55.98002,2019,6,3,154,2019-06-03,22,9.62,3.46,0.05,97.16
-3.300622,55.98002,2019,6,3,154,2019-06-03,23,9.28,3.45,0.06,99.55
-3.300622,55.98002,2019,6,4,155,2019-06-04,0,8.97,3.28,0.04,99.57
-3.300622,55.98002,2019,6,4,155,2019-06-04,1,8.9,3.15,0.03,99.07
-3.300622,55.98002,2019,6,4,155,2019-06-04,2,8.67,2.85,0.02,98.22
-3.300622,55.98002,2019,6,4,155,2019-06-04,3,8.35,2.72,0.01,94.5
-3.300622,55.98002,2019,6,4,155,2019-06-04,4,8.65,2.83,0.01,87.31
-3.300622,55.98002,2019,6,4,155,2019-06-04,5,9.58,3.13,0.01,81.89
-3.300622,55.98002,2019,6,4,155,2019-06-04,6,10.59,3.03,0.02,92.21
-3.300622,55.98002,2019,6,4,155,2019-06-04,7,11.56,2.84,0.03,78.55
-3.300622,55.98002,2019,6,4,155,2019-06-04,8,12.08,2.43,0.05,88.62
-3.300622,55.98002,2019,6,4,155,2019-06-04,9,12.46,2.13,0.05,98.57
-3.300622,55.98002,2019,6,4,155,2019-06-04,10,13.07,1.89,0.08,99.56
-3.300622,55.98002,2019,6,4,155,2019-06-04,11,13.83,1.8,0.11,99.6
-3.300622,55.98002,2019,6,4,155,2019-06-04,12,14.26,1.93,0.16,99.24
-3.300622,55.98002,2019,6,4,155,2019-06-04,13,14.09,2.25,0.13,100
-3.300622,55.98002,2019,6,4,155,2019-06-04,14,13.69,2.42,0.08,99.36
-3.300622,55.98002,2019,6,4,155,2019-06-04,15,13.59,2.6,0.12,99.73
-3.300622,55.98002,2019,6,4,155,2019-06-04,16,13.19,2.9,0.27,100
-3.300622,55.98002,2019,6,4,155,2019-06-04,17,12.63,3.22,0.39,99.05
-3.300622,55.98002,2019,6,4,155,2019-06-04,18,11.87,3.41,0.33,100
-3.300622,55.98002,2019,6,4,155,2019-06-04,19,11.07,3.57,0.29,99.68
-3.300622,55.98002,2019,6,4,155,2019-06-04,20,10.42,3.69,0.28,98.69
-3.300622,55.98002,2019,6,4,155,2019-06-04,21,10.12,3.87,0.43,100
-3.300622,55.98002,2019,6,4,155,2019-06-04,22,10.02,3.98,0.72,99.95
-3.300622,55.98002,2019,6,4,155,2019-06-04,23,9.83,3.93,1.02,99.59
-3.300622,55.98002,2019,6,5,156,2019-06-05,0,9.55,3.86,1.35,99.62
-3.300622,55.98002,2019,6,5,156,2019-06-05,1,9.22,4.11,1.38,99.79
-3.300622,55.98002,2019,6,5,156,2019-06-05,2,8.95,4.2,1.32,99.42
-3.300622,55.98002,2019,6,5,156,2019-06-05,3,8.85,4.14,1.27,99.79
-3.300622,55.98002,2019,6,5,156,2019-06-05,4,8.85,4.04,0.93,78.95
-3.300622,55.98002,2019,6,5,156,2019-06-05,5,9.01,4.09,0.62,97.92
-3.300622,55.98002,2019,6,5,156,2019-06-05,6,9.4,4.13,0.44,99.7
-3.300622,55.98002,2019,6,5,156,2019-06-05,7,9.89,3.85,0.33,99.72
-3.300622,55.98002,2019,6,5,156,2019-06-05,8,10.55,3.4,0.27,99.69
-3.300622,55.98002,2019,6,5,156,2019-06-05,9,11.13,2.69,0.26,99.79
-3.300622,55.98002,2019,6,5,156,2019-06-05,10,11.83,1.93,0.27,92.25
-3.300622,55.98002,2019,6,5,156,2019-06-05,11,12.57,1.33,0.29,97.58
-3.300622,55.98002,2019,6,5,156,2019-06-05,12,13.3,1.05,0.33,95.8
-3.300622,55.98002,2019,6,5,156,2019-06-05,13,13.86,0.88,0.28,99.26
-3.300622,55.98002,2019,6,5,156,2019-06-05,14,14.49,0.73,0.37,98.3
-3.300622,55.98002,2019,6,5,156,2019-06-05,15,14.4,1.45,0.27,99.54
-3.300622,55.98002,2019,6,5,156,2019-06-05,16,14.17,1.34,0.13,98.82
-3.300622,55.98002,2019,6,5,156,2019-06-05,17,13.73,1.11,0.19,99.55
-3.300622,55.98002,2019,6,5,156,2019-06-05,18,13,0.77,0.09,100
-3.300622,55.98002,2019,6,5,156,2019-06-05,19,12.19,0.62,0.11,100
-3.300622,55.98002,2019,6,5,156,2019-06-05,20,11.38,0.57,0.1,97.5
-3.300622,55.98002,2019,6,5,156,2019-06-05,21,10.78,0.77,0.05,97.52
-3.300622,55.98002,2019,6,5,156,2019-06-05,22,10.35,0.84,0.03,99.66
-3.300622,55.98002,2019,6,5,156,2019-06-05,23,9.81,1.03,0.02,99.63
-3.300622,55.98002,2019,6,6,157,2019-06-06,0,9.4,1.16,0.01,94.62
-3.300622,55.98002,2019,6,6,157,2019-06-06,1,9.08,1.22,0.01,99.96
-3.300622,55.98002,2019,6,6,157,2019-06-06,2,8.87,1.29,0.01,99.53
-3.300622,55.98002,2019,6,6,157,2019-06-06,3,8.74,1.34,0.01,100
-3.300622,55.98002,2019,6,6,157,2019-06-06,4,8.83,1.29,0.01,98.1
-3.300622,55.98002,2019,6,6,157,2019-06-06,5,9.58,1.49,0.01,84.56
-3.300622,55.98002,2019,6,6,157,2019-06-06,6,10.2,1.87,0.01,97.62
-3.300622,55.98002,2019,6,6,157,2019-06-06,7,10.81,2.35,0.01,96.8
-3.300622,55.98002,2019,6,6,157,2019-06-06,8,11.68,2.62,0.02,80.52
-3.300622,55.98002,2019,6,6,157,2019-06-06,9,12.89,2.77,0.02,79.35
-3.300622,55.98002,2019,6,6,157,2019-06-06,10,13.91,2.97,0.02,88.13
-3.300622,55.98002,2019,6,6,157,2019-06-06,11,14.54,3.28,0.02,63.46
-3.300622,55.98002,2019,6,6,157,2019-06-06,12,14.9,3.57,0.02,94.66
-3.300622,55.98002,2019,6,6,157,2019-06-06,13,15.01,3.94,0.01,57.41
-3.300622,55.98002,2019,6,6,157,2019-06-06,14,14.97,4.23,0.01,72.28
-3.300622,55.98002,2019,6,6,157,2019-06-06,15,14.78,4.4,0,45.56
-3.300622,55.98002,2019,6,6,157,2019-06-06,16,14.47,4.39,0,24.29
-3.300622,55.98002,2019,6,6,157,2019-06-06,17,13.98,4.24,0,18.48
-3.300622,55.98002,2019,6,6,157,2019-06-06,18,13.22,3.81,0,12.81
-3.300622,55.98002,2019,6,6,157,2019-06-06,19,11.93,3.03,0,1.44
-3.300622,55.98002,2019,6,6,157,2019-06-06,20,9.98,2.51,0,3.34
-3.300622,55.98002,2019,6,6,157,2019-06-06,21,8.83,2.61,0,1.44
-3.300622,55.98002,2019,6,6,157,2019-06-06,22,8.11,2.63,0,8.52
-3.300622,55.98002,2019,6,6,157,2019-06-06,23,7.41,2.51,0,2.88
-3.300622,55.98002,2019,6,7,158,2019-06-07,0,6.81,2.41,0,5.75
-3.300622,55.98002,2019,6,7,158,2019-06-07,1,6.32,2.27,0,45.16
-3.300622,55.98002,2019,6,7,158,2019-06-07,2,5.93,2.16,0,78.57
-3.300622,55.98002,2019,6,7,158,2019-06-07,3,5.58,1.99,0,94.05
-3.300622,55.98002,2019,6,7,158,2019-06-07,4,6.44,1.78,0,81.34
-3.300622,55.98002,2019,6,7,158,2019-06-07,5,8.27,2.09,0,81.52
-3.300622,55.98002,2019,6,7,158,2019-06-07,6,9.87,1.73,0,84.85
-3.300622,55.98002,2019,6,7,158,2019-06-07,7,11.72,1.93,0,41.66
-3.300622,55.98002,2019,6,7,158,2019-06-07,8,13.08,2.15,0.01,10.06
-3.300622,55.98002,2019,6,7,158,2019-06-07,9,13.96,2.26,0.01,44.9
-3.300622,55.98002,2019,6,7,158,2019-06-07,10,14.47,2.65,0.02,97.55
-3.300622,55.98002,2019,6,7,158,2019-06-07,11,15.05,3.06,0.02,98.09
-3.300622,55.98002,2019,6,7,158,2019-06-07,12,15.55,3.29,0.02,90.81
-3.300622,55.98002,2019,6,7,158,2019-06-07,13,15.64,3.46,0.02,99.38
-3.300622,55.98002,2019,6,7,158,2019-06-07,14,14.89,3.57,0.02,99.74
-3.300622,55.98002,2019,6,7,158,2019-06-07,15,14.23,3.73,0.04,99.8
-3.300622,55.98002,2019,6,7,158,2019-06-07,16,13.56,3.61,0.07,100
-3.300622,55.98002,2019,6,7,158,2019-06-07,17,12.82,3.3,0.11,100
-3.300622,55.98002,2019,6,7,158,2019-06-07,18,12.02,3.17,0.16,100
-3.300622,55.98002,2019,6,7,158,2019-06-07,19,11.27,3.17,0.24,99.98
-3.300622,55.98002,2019,6,7,158,2019-06-07,20,10.61,2.88,0.3,98.91
-3.300622,55.98002,2019,6,7,158,2019-06-07,21,10.05,2.65,0.24,100
-3.300622,55.98002,2019,6,7,158,2019-06-07,22,9.72,2.66,0.1,99.72
-3.300622,55.98002,2019,6,7,158,2019-06-07,23,9.55,2.89,0.05,99.84
-3.300622,55.98002,2019,6,8,159,2019-06-08,0,9.55,3.15,0.06,99.55
-3.300622,55.98002,2019,6,8,159,2019-06-08,1,9.5,3.31,0.12,100
-3.300622,55.98002,2019,6,8,159,2019-06-08,2,9.4,3.31,0.23,99.82
-3.300622,55.98002,2019,6,8,159,2019-06-08,3,9.3,3.42,0.41,100
-3.300622,55.98002,2019,6,8,159,2019-06-08,4,9.24,3.82,0.59,99.28
-3.300622,55.98002,2019,6,8,159,2019-06-08,5,9.3,4.22,0.68,100
-3.300622,55.98002,2019,6,8,159,2019-06-08,6,9.5,4.35,0.59,100
-3.300622,55.98002,2019,6,8,159,2019-06-08,7,9.82,4.26,0.48,100
-3.300622,55.98002,2019,6,8,159,2019-06-08,8,10.18,4.28,0.39,98.74
-3.300622,55.98002,2019,6,8,159,2019-06-08,9,10.6,4.24,0.41,100
-3.300622,55.98002,2019,6,8,159,2019-06-08,10,11.07,4.16,0.47,98.67
-3.300622,55.98002,2019,6,8,159,2019-06-08,11,11.59,3.99,0.46,99.62
-3.300622,55.98002,2019,6,8,159,2019-06-08,12,12.18,3.68,0.41,99.28
-3.300622,55.98002,2019,6,8,159,2019-06-08,13,12.79,3.23,0.28,99.34
-3.300622,55.98002,2019,6,8,159,2019-06-08,14,13.37,2.85,0.19,99.72
-3.300622,55.98002,2019,6,8,159,2019-06-08,15,13.61,2.56,0.15,99.92
-3.300622,55.98002,2019,6,8,159,2019-06-08,16,13.48,2.26,0.11,100
-3.300622,55.98002,2019,6,8,159,2019-06-08,17,13.06,2.1,0.09,100
-3.300622,55.98002,2019,6,8,159,2019-06-08,18,12.47,2.18,0.1,100
-3.300622,55.98002,2019,6,8,159,2019-06-08,19,11.69,2.52,0.1,100
-3.300622,55.98002,2019,6,8,159,2019-06-08,20,10.97,2.96,0.09,99.91
-3.300622,55.98002,2019,6,8,159,2019-06-08,21,10.44,3.29,0.06,99.71
-3.300622,55.98002,2019,6,8,159,2019-06-08,22,10.11,3.48,0.03,98.88
-3.300622,55.98002,2019,6,8,159,2019-06-08,23,9.79,3.4,0.02,99.75
-3.300622,55.98002,2019,6,9,160,2019-06-09,0,9.44,3.2,0.02,99.77
-3.300622,55.98002,2019,6,9,160,2019-06-09,1,9.21,3.13,0.02,99.08
-3.300622,55.98002,2019,6,9,160,2019-06-09,2,8.99,3.09,0.02,95.42
-3.300622,55.98002,2019,6,9,160,2019-06-09,3,8.87,3.14,0.02,96.89
-3.300622,55.98002,2019,6,9,160,2019-06-09,4,9.25,3.46,0.02,75.56
-3.300622,55.98002,2019,6,9,160,2019-06-09,5,9.83,3.73,0.02,93.37
-3.300622,55.98002,2019,6,9,160,2019-06-09,6,10.54,4.11,0.02,90.03
-3.300622,55.98002,2019,6,9,160,2019-06-09,7,11.32,4.27,0.05,91.83
-3.300622,55.98002,2019,6,9,160,2019-06-09,8,12.22,4.19,0.07,95.16
-3.300622,55.98002,2019,6,9,160,2019-06-09,9,13.02,4.08,0.08,97.56
-3.300622,55.98002,2019,6,9,160,2019-06-09,10,13.62,3.94,0.09,85.4
-3.300622,55.98002,2019,6,9,160,2019-06-09,11,14.07,3.84,0.13,79.57
-3.300622,55.98002,2019,6,9,160,2019-06-09,12,14.36,3.78,0.15,84.23
-3.300622,55.98002,2019,6,9,160,2019-06-09,13,14.42,3.75,0.16,93.79
-3.300622,55.98002,2019,6,9,160,2019-06-09,14,14.29,3.74,0.13,97.96
-3.300622,55.98002,2019,6,9,160,2019-06-09,15,14.1,3.66,0.09,99.39
-3.300622,55.98002,2019,6,9,160,2019-06-09,16,13.77,3.48,0.08,98.72
-3.300622,55.98002,2019,6,9,160,2019-06-09,17,13.37,3.23,0.07,96.64
-3.300622,55.98002,2019,6,9,160,2019-06-09,18,12.81,2.73,0.04,90.39
-3.300622,55.98002,2019,6,9,160,2019-06-09,19,11.89,2.09,0.03,83.07
-3.300622,55.98002,2019,6,9,160,2019-06-09,20,10.69,1.99,0.02,84.46
-3.300622,55.98002,2019,6,9,160,2019-06-09,21,10.01,2.14,0.01,40.73
-3.300622,55.98002,2019,6,9,160,2019-06-09,22,9.64,2.22,0.01,54.9
-3.300622,55.98002,2019,6,9,160,2019-06-09,23,9.15,2.16,0,31.26
-3.300622,55.98002,2019,6,10,161,2019-06-10,0,8.51,2.05,0,27.28
-3.300622,55.98002,2019,6,10,161,2019-06-10,1,7.88,1.94,0,10.62
-3.300622,55.98002,2019,6,10,161,2019-06-10,2,7.44,1.8,0,10.05
-3.300622,55.98002,2019,6,10,161,2019-06-10,3,7.08,1.69,0,15.15
-3.300622,55.98002,2019,6,10,161,2019-06-10,4,7.69,1.57,0,3.59
-3.300622,55.98002,2019,6,10,161,2019-06-10,5,9.19,2.16,0,15.79
-3.300622,55.98002,2019,6,10,161,2019-06-10,6,10.58,2.02,0.03,14.23
-3.300622,55.98002,2019,6,10,161,2019-06-10,7,12.08,1.9,0.08,8.89
-3.300622,55.98002,2019,6,10,161,2019-06-10,8,12.95,1.65,0.07,21.29
-3.300622,55.98002,2019,6,10,161,2019-06-10,9,13.61,1.49,0.07,53.37
-3.300622,55.98002,2019,6,10,161,2019-06-10,10,14.13,1.58,0.06,44.67
-3.300622,55.98002,2019,6,10,161,2019-06-10,11,14.44,1.85,0.06,69.04
-3.300622,55.98002,2019,6,10,161,2019-06-10,12,14.57,2.17,0.05,52.65
-3.300622,55.98002,2019,6,10,161,2019-06-10,13,14.54,2.48,0.04,77.92
-3.300622,55.98002,2019,6,10,161,2019-06-10,14,14.3,2.77,0.03,82.57
-3.300622,55.98002,2019,6,10,161,2019-06-10,15,13.9,3.12,0.03,84.7
-3.300622,55.98002,2019,6,10,161,2019-06-10,16,13.26,3.51,0.03,75.65
-3.300622,55.98002,2019,6,10,161,2019-06-10,17,12.47,3.76,0.03,64.77
-3.300622,55.98002,2019,6,10,161,2019-06-10,18,11.51,3.8,0.02,58.48
-3.300622,55.98002,2019,6,10,161,2019-06-10,19,10.54,3.59,0.01,64
-3.300622,55.98002,2019,6,10,161,2019-06-10,20,9.49,2.86,0.01,58.03
-3.300622,55.98002,2019,6,10,161,2019-06-10,21,8.44,2.3,0.01,43.12
-3.300622,55.98002,2019,6,10,161,2019-06-10,22,7.95,2.24,0,24.87
-3.300622,55.98002,2019,6,10,161,2019-06-10,23,7.62,2.24,0,41.72
-3.300622,55.98002,2019,6,11,162,2019-06-11,0,7.3,2.21,0,65.88
-3.300622,55.98002,2019,6,11,162,2019-06-11,1,7.02,2.2,0,73.97
-3.300622,55.98002,2019,6,11,162,2019-06-11,2,6.82,2.22,0,49.02
-3.300622,55.98002,2019,6,11,162,2019-06-11,3,6.78,2.26,0,53.22
-3.300622,55.98002,2019,6,11,162,2019-06-11,4,7.76,2.46,0.01,13.78
-3.300622,55.98002,2019,6,11,162,2019-06-11,5,9.08,3.81,0.02,85.46
-3.300622,55.98002,2019,6,11,162,2019-06-11,6,9.38,4.83,0.01,96.81
-3.300622,55.98002,2019,6,11,162,2019-06-11,7,10.02,5.21,0.01,95.13
-3.300622,55.98002,2019,6,11,162,2019-06-11,8,10.93,5.33,0.02,90.16
-3.300622,55.98002,2019,6,11,162,2019-06-11,9,11.55,5.31,0.04,99.77
-3.300622,55.98002,2019,6,11,162,2019-06-11,10,12.28,5.29,0.04,100
-3.300622,55.98002,2019,6,11,162,2019-06-11,11,12.73,5.3,0.02,99.27
-3.300622,55.98002,2019,6,11,162,2019-06-11,12,13.02,5.32,0.02,99.9
-3.300622,55.98002,2019,6,11,162,2019-06-11,13,13.04,5.23,0.02,96.07
-3.300622,55.98002,2019,6,11,162,2019-06-11,14,13,5.09,0.02,99.85
-3.300622,55.98002,2019,6,11,162,2019-06-11,15,12.98,5,0.02,99.79
-3.300622,55.98002,2019,6,11,162,2019-06-11,16,12.73,4.95,0.02,96.22
-3.300622,55.98002,2019,6,11,162,2019-06-11,17,12.33,4.85,0.02,99.26
-3.300622,55.98002,2019,6,11,162,2019-06-11,18,11.76,4.46,0.02,99.23
-3.300622,55.98002,2019,6,11,162,2019-06-11,19,11.05,3.91,0.01,98.55
-3.300622,55.98002,2019,6,11,162,2019-06-11,20,10.17,3.79,0.02,93.61
-3.300622,55.98002,2019,6,11,162,2019-06-11,21,9.57,4.21,0.05,99.86
-3.300622,55.98002,2019,6,11,162,2019-06-11,22,9.19,5.03,0.03,99.91
-3.300622,55.98002,2019,6,11,162,2019-06-11,23,8.83,5.05,0.01,99.75
-3.300622,55.98002,2019,6,12,163,2019-06-12,0,8.54,4.88,0,99.73
-3.300622,55.98002,2019,6,12,163,2019-06-12,1,8.37,4.84,0,99.88
-3.300622,55.98002,2019,6,12,163,2019-06-12,2,8.43,4.98,0.01,99.97
-3.300622,55.98002,2019,6,12,163,2019-06-12,3,8.58,4.91,0.05,99.6
-3.300622,55.98002,2019,6,12,163,2019-06-12,4,8.73,5.34,0.16,97.84
-3.300622,55.98002,2019,6,12,163,2019-06-12,5,8.78,5.64,0.17,100
-3.300622,55.98002,2019,6,12,163,2019-06-12,6,8.99,6.06,0.08,100
-3.300622,55.98002,2019,6,12,163,2019-06-12,7,9.39,6.41,0.16,100
-3.300622,55.98002,2019,6,12,163,2019-06-12,8,9.92,6.75,0.27,100
-3.300622,55.98002,2019,6,12,163,2019-06-12,9,10.37,7.05,0.23,100
-3.300622,55.98002,2019,6,12,163,2019-06-12,10,10.72,7.24,0.19,99.59
-3.300622,55.98002,2019,6,12,163,2019-06-12,11,11.01,7.15,0.19,97.98
-3.300622,55.98002,2019,6,12,163,2019-06-12,12,11.28,7.02,0.24,98.52
-3.300622,55.98002,2019,6,12,163,2019-06-12,13,11.28,6.94,0.33,99.26
-3.300622,55.98002,2019,6,12,163,2019-06-12,14,11.12,6.78,0.4,100
-3.300622,55.98002,2019,6,12,163,2019-06-12,15,11,6.65,0.35,100
-3.300622,55.98002,2019,6,12,163,2019-06-12,16,10.94,6.58,0.36,100
-3.300622,55.98002,2019,6,12,163,2019-06-12,17,10.87,6.6,0.26,100
